,manga_id,Title,url
2082,86724,Demon Beater no Hoshuu Jugyou (Light Novel),https://www.anime-planet.com/manga/demon-beater-no-hoshuu-jugyou-light-novel
2083,28590,Demon City Shinjuku (Light Novel),https://www.anime-planet.com/manga/demon-city-shinjuku-light-novel
2084,17658,Demon Fist Daydreamer (Light Novel),https://www.anime-planet.com/manga/demon-fist-daydreamer-light-novel
2085,48772,Demonic Marshal (Light Novel),https://www.anime-planet.com/manga/demonic-marshal-light-novel
2086,15043,Demon King Daimao (Light Novel),https://www.anime-planet.com/manga/demon-king-daimao-light-novel
2087,61345,Demon Lord 2099 (Light Novel),https://www.anime-planet.com/manga/demon-lord-2099-light-novel
2088,27119,Demon Lord Newbie: VRMMO Sekai no Seisanshoku Maou (Light Novel),https://www.anime-planet.com/manga/demon-lord-newbie-vrmmo-sekai-no-seisanshoku-maou-light-novel
2089,24463,"Demon Lord, Retry! (Light Novel)",https://www.anime-planet.com/manga/demon-lord-retry-light-novel
2090,27120,Demon Ruler: Teiji ni Kaeritai Otoko no Yarisugi Leveling (Light Novel),https://www.anime-planet.com/manga/demon-ruler-teiji-ni-kaeritai-otoko-no-yarisugi-leveling-light-novel
2091,84914,Demons' Crest (Light Novel),https://www.anime-planet.com/manga/demons-crest-light-novel
2092,89779,Demon Slayer: Kimetsu no Yaiba (Light Novel),https://www.anime-planet.com/manga/demon-slayer-kimetsu-no-yaiba-light-novel
2093,89781,Demon Slayer: Kimetsu no Yaiba Movie - Mugen Train (Light Novel),https://www.anime-planet.com/manga/demon-slayer-kimetsu-no-yaiba-movie-mugen-train-light-novel
2094,52153,Demon Slayer: Kimetsu no Yaiba - One-Winged Butterfly (Light Novel),https://www.anime-planet.com/manga/demon-slayer-kimetsu-no-yaiba-one-winged-butterfly-light-novel
2095,52154,Demon Slayer: Kimetsu no Yaiba - Signs from the Wind (Light Novel),https://www.anime-planet.com/manga/demon-slayer-kimetsu-no-yaiba-signs-from-the-wind-light-novel
2096,52152,Demon Slayer: Kimetsu no Yaiba - The Flower of Happiness (Light Novel),https://www.anime-planet.com/manga/demon-slayer-kimetsu-no-yaiba-the-flower-of-happiness-light-novel
2097,63994,Demons Party (Light Novel),https://www.anime-planet.com/manga/demons-party-light-novel
2098,74583,Dengeki!! Aegis 5 (Light Novel),https://www.anime-planet.com/manga/dengeki-aegis-5-light-novel
2099,87948,Dengeki Bunkoyomi (Light Novel),https://www.anime-planet.com/manga/dengeki-bunkoyomi-light-novel
2100,88993,Dengeki Collaborations (Light Novel),https://www.anime-planet.com/manga/dengeki-collaborations-light-novel
